Date,Adj Close,Close,High,Low,Open,Volume,Daily Return
2017-09-22,75.02249908447266,94.83000183105469,94.9800033569336,94.43000030517578,94.69999694824219,8358300,-0.21043049659100754
2017-09-25,74.46078491210938,94.12000274658203,94.87999725341797,93.44999694824219,94.51000213623047,10463400,-0.7487276206712523
2017-09-26,74.12850189208984,93.69999694824219,94.02999877929688,93.33999633789062,93.77999877929688,9358100,-0.4462523735302315
2017-09-27,75.29938507080078,95.18000030517578,95.72000122070312,94.58000183105469,94.97000122070312,15090200,1.5795316900042211
2017-09-28,75.45759582519531,95.37999725341797,95.87999725341797,94.91000366210938,95.58999633789062,10270400,0.21010895938362584
2017-09-29,75.56045532226562,95.51000213623047,95.5199966430664,95.0199966430664,95.30000305175781,11438400,0.13631430467067052
2017-10-02,76.61263275146484,96.83999633789062,96.87999725341797,95.45999908447266,95.7699966430664,13797200,1.3924974706831517
2017-10-03,77.01608276367188,97.3499984741211,97.43000030517578,96.7699966430664,96.83000183105469,9633500,0.5266102961320351
2017-10-04,76.23290252685547,96.36000061035156,97.44000244140625,96.27999877929688,97.30000305175781,12166600,-1.016904792755613
2017-10-05,77.2594223022461,97.08999633789062,97.4000015258789,95.55000305175781,96.0,14236200,1.346557380560176
2017-10-06,77.12413787841797,96.91999816894531,97.63999938964844,96.47000122070312,97.55000305175781,10231900,-0.1751041100189421
2017-10-09,76.71829986572266,96.41000366210938,97.06999969482422,96.13999938964844,96.95999908447266,7765100,-0.5262140023336026
2017-10-10,77.29124450683594,97.12999725341797,97.18000030517578,96.23999786376953,96.45999908447266,10631500,0.7468161339811763
2017-10-11,77.06047821044922,96.83999633789062,97.01000213623047,96.13999938964844,96.83000183105469,14283600,-0.2985671894134234
2017-10-12,76.38408660888672,95.98999786376953,97.5,95.62000274658203,97.30000305175781,18251600,-0.877741245928032
2017-10-13,76.28064727783203,95.86000061035156,96.70999908447266,94.95999908447266,95.4800033569336,13190600,-0.13542000126850473
2017-10-16,77.85624694824219,97.83999633789062,97.94999694824219,96.33999633789062,96.33999633789062,12434000,2.065530021882811
2017-10-17,77.68116760253906,97.62000274658203,98.18000030517578,97.31999969482422,98.06999969482422,10335700,-0.22487514177188528
2017-10-18,77.97559356689453,97.98999786376953,98.55000305175781,97.62999725341797,98.1500015258789,10158600,0.37901845896797237
2017-10-19,78.07109832763672,98.11000061035156,98.19999694824219,97.08999633789062,97.19000244140625,9133900,0.12248032541137821
2017-10-20,79.18511199951172,99.51000213623047,99.88999938964844,98.7300033569336,99.27999877929688,15326600,1.4269219925661547
2017-10-23,79.04986572265625,99.33999633789062,99.98999786376953,99.23999786376953,99.51000213623047,9238600,-0.17079760758096363
2017-10-24,80.30714416503906,100.91999816894531,101.19000244140625,99.76000213623047,99.87999725341797,13000800,1.5904877647660243
2017-10-25,80.38672637939453,101.0199966430664,101.44999694824219,100.19000244140625,101.25,14632700,0.09909730346271406
2017-10-26,80.95968627929688,101.73999786376953,102.41999816894531,101.31999969482422,101.3499984741211,13054400,0.7127543634482647
2017-10-27,80.98353576660156,101.7699966430664,102.2300033569336,101.05000305175781,101.43000030517578,10400400,0.02945847297679549
2017-10-30,80.69705963134766,101.41000366210938,101.93000030517578,100.87000274658203,101.12999725341797,8839500,-0.3537461442527534
2017-10-31,80.06044006347656,100.61000061035156,101.69999694824219,100.56999969482422,101.37000274658203,8690200,-0.788900575534468
2017-11-01,80.30714416503906,100.91999816894531,101.69999694824219,100.7300033569336,101.0999984741211,8418200,0.30814732140729273
2017-11-02,80.84028625488281,101.58999633789062,101.7699966430664,100.16000366210938,100.87000274658203,8731800,0.6638787811307223
2017-11-03,80.69705963134766,101.41000366210938,101.52999877929688,100.7300033569336,101.0999984741211,7103500,-0.17717233593603776
2017-11-06,80.19573974609375,100.77999877929688,101.69000244140625,100.66000366210938,101.33999633789062,8121500,-0.621236867296171
2017-11-07,78.58035278320312,98.75,100.75,98.25,100.55999755859375,18822600,-2.0143052087368662
2017-11-08,77.69708251953125,97.63999938964844,98.37000274658203,97.1500015258789,98.2699966430664,18524700,-1.124034484941483
2017-11-09,77.68912506103516,97.62999725341797,98.22000122070312,96.80999755859375,97.12000274658203,13697800,-0.010241643879094209
2017-11-10,77.5936279296875,97.51000213623047,98.33999633789062,97.5,97.80999755859375,9314000,-0.12292213520570527
2017-11-13,77.87216186523438,97.86000061035156,98.05000305175781,96.62000274658203,96.69000244140625,9303100,0.35896496011151857
2017-11-14,77.40265655517578,97.2699966430664,97.77999877929688,96.8499984741211,97.33999633789062,11043800,-0.6029180374767518
2017-11-15,78.13475036621094,98.19000244140625,98.73999786376953,95.94999694824219,96.38999938964844,15384100,0.9458251739890677
2017-11-16,78.3575668334961,98.47000122070312,99.05999755859375,98.30999755859375,98.52999877929688,9808000,0.2851694876362165
2017-11-17,78.09495544433594,98.13999938964844,98.41000366210938,97.56999969482422,97.81999969482422,9017900,-0.33514490019602716
2017-11-20,78.78723907470703,99.01000213623047,99.1500015258789,97.76000213623047,98.44999694824219,9483200,0.8864639545950403
2017-11-21,78.72361755371094,98.93000030517578,99.55000305175781,98.91000366210938,99.5,13389400,-0.08075104768650032
2017-11-22,78.49283599853516,98.63999938964844,99.5199966430664,98.58999633789062,99.02999877929688,7342200,-0.29315415417530133
2017-11-24,78.23823547363281,98.31999969482422,98.9000015258789,98.26000213623047,98.83000183105469,3680000,-0.3243614804631312
2017-11-27,77.92784118652344,97.93000030517578,99.12999725341797,97.93000030517578,98.30999755859375,13076200,-0.396729661948958
2017-11-28,80.65728759765625,101.36000061035156,101.69999694824219,97.97000122070312,98.20999908447266,16773000,3.5025305071646695
2017-11-29,82.54320526123047,103.7300033569336,104.22000122070312,101.95999908447266,102.41000366210938,21105500,2.3381863186148433
2017-11-30,83.17185974121094,104.5199966430664,106.66000366210938,104.04000091552734,104.73999786376953,23945900,0.7616065768114133
2017-12-01,83.38668823242188,104.79000091552734,105.31999969482422,102.19999694824219,104.9000015258789,19683500,0.2582946826960253
2017-12-04,85.10551452636719,106.94999694824219,108.4000015258789,106.7699966430664,107.7300033569336,23576600,2.061271805344367
2017-12-05,84.12673950195312,105.72000122070312,107.41000366210938,104.12000274658203,105.58000183105469,17193900,-1.1500723893876685
2017-12-06,83.49810791015625,104.93000030517578,105.76000213623047,104.52999877929688,105.55000305175781,15476200,-0.7472434989380328
2017-12-07,83.25141906738281,104.62000274658203,105.19000244140625,103.7300033569336,103.94999694824219,13371800,-0.2954424345026796
2017-12-08,84.29387664794922,105.93000030517578,105.94000244140625,104.33999633789062,104.75,13506900,1.252179953500443
2017-12-11,84.04716491699219,105.62000274658203,106.05999755859375,105.30999755859375,105.72000122070312,10591200,-0.2926804896960844
2017-12-12,85.02594757080078,106.8499984741211,107.37000274658203,105.54000091552734,106.91000366210938,15508800,1.1645635575872948
2017-12-13,83.95964050292969,105.51000213623047,107.11000061035156,105.4800033569336,106.69999694824219,15020300,-1.2540960710648807
2017-12-14,83.28323364257812,104.66000366210938,106.44999694824219,104.63999938964844,106.12000274658203,13034200,-0.8056333451403441
2017-12-15,84.4609603881836,106.13999938964844,106.5199966430664,105.19999694824219,105.79000091552734,29350600,1.414122259781414
2017-12-18,85.11347961425781,106.95999908447266,107.62999725341797,106.4800033569336,107.19000244140625,12713100,0.7725690343505898
2017-12-19,84.75537872314453,106.51000213623047,107.48999786376953,106.44000244140625,107.3499984741211,12149900,-0.42073346400149925
2017-12-20,84.4609603881836,106.13999938964844,107.7300033569336,106.08999633789062,107.5999984741211,13091500,-0.34737421907188315
2017-12-21,85.80577850341797,107.83000183105469,108.06999969482422,106.55999755859375,106.58999633789062,12323700,1.5922363528114936
2017-12-22,85.5033950805664,107.44999694824219,108.45999908447266,106.80999755859375,108.19999694824219,14573400,-0.35240449783870975
2017-12-26,85.16121673583984,107.0199966430664,107.98999786376953,106.4000015258789,107.19999694824219,7403700,-0.4001926992537985
2017-12-27,85.32035827636719,107.22000122070312,107.29000091552734,106.66999816894531,106.66999816894531,9496500,0.1868709098191701
2017-12-28,85.77397918701172,107.79000091552734,107.83999633789062,107.16000366210938,107.4000015258789,7440600,0.5316678455277613
2017-12-29,85.09757232666016,106.94000244140625,108.27999877929688,106.94000244140625,108.08999633789062,8925700,-0.7885921427019271
2018-01-02,85.90127563476562,107.94999694824219,108.0199966430664,106.80999755859375,107.62999725341797,13578800,0.9444491612760952
2018-01-03,85.98880767822266,108.05999755859375,108.48999786376953,107.4800033569336,107.86000061035156,11901000,0.10189842096082202
2018-01-04,87.22064208984375,109.04000091552734,110.02999877929688,108.19999694824219,108.36000061035156,12953700,1.4325520319234064
2018-01-05,86.66068267822266,108.33999633789062,109.55000305175781,107.77999877929688,109.26000213623047,14155000,-0.6420033127528368
2018-01-08,86.78868865966797,108.5,108.68000030517578,107.69999694824219,108.1500015258789,12466500,0.14770940810679978
2018-01-09,87.2286376953125,109.05000305175781,109.62999725341797,108.48999786376953,108.72000122070312,13292300,0.5069197869433717
2018-01-10,88.18852233886719,110.25,110.69999694824219,109.38999938964844,109.47000122070312,15834500,1.1004237471959
2018-01-11,88.66043090820312,110.83999633789062,110.93000030517578,110.05000305175781,110.66999816894531,13676800,0.5351133648918704
2018-01-12,90.12425994873047,112.66999816894531,112.8499984741211,110.83999633789062,111.6500015258789,18884200,1.6510511234069547
2018-01-16,89.8042984008789,112.2699966430664,113.43000030517578,111.06999969482422,111.51000213623047,22703300,-0.35502266319143994
2018-01-17,90.38023376464844,112.98999786376953,113.30000305175781,111.30999755859375,111.88999938964844,14940300,0.6413227139736799
2018-01-18,90.5962142944336,113.26000213623047,113.72000122070312,112.2699966430664,112.76000213623047,14572900,0.23896876649773802
2018-01-19,90.396240234375,113.01000213623047,114.33999633789062,112.80000305175781,113.94000244140625,18785500,-0.22073114380771752
2018-01-22,91.45210266113281,114.33000183105469,114.38999938964844,112.5,112.66000366210938,12475700,1.1680379892130777
2018-01-23,91.35609436035156,114.20999908447266,114.63999938964844,113.3499984741211,113.66999816894531,12320800,-0.10498205944701189
2018-01-24,92.52396392822266,115.66999816894531,116.0,114.66000366210938,114.86000061035156,15904500,1.2783707272603584
2018-01-25,92.54796600341797,115.69999694824219,116.16999816894531,115.08000183105469,116.04000091552734,13510000,0.025941468757140207
2018-01-26,93.04388427734375,116.31999969482422,116.31999969482422,114.95999908447266,115.69999694824219,13883900,0.535849997943183
2018-01-29,92.9478988647461,116.19999694824219,117.3499984741211,116.0199966430664,116.0199966430664,11679900,-0.10316144187568765
2018-01-30,92.07601165771484,115.11000061035156,116.5999984741211,114.9800033569336,115.52999877929688,14279100,-0.9380386406582342
2018-01-31,92.52396392822266,115.66999816894531,116.66000366210938,115.16000366210938,115.6500015258789,13141400,0.48650268668568586
2018-02-01,93.48383331298828,116.87000274658203,116.98999786376953,115.4800033569336,115.7699966430664,13800600,1.0374278662663716
2018-02-02,91.412109375,114.27999877929688,116.91999816894531,114.08999633789062,116.48999786376953,16477300,-2.2161307089879956
2018-02-05,87.02867889404297,108.80000305175781,114.58999633789062,103.9800033569336,113.0,30097600,-4.7952404893917056
2018-02-06,89.67632293701172,112.11000061035156,112.4800033569336,106.61000061035156,106.8499984741211,33114800,3.042266154806561
2018-02-07,90.28425598144531,112.87000274658203,114.44999694824219,111.1500015258789,111.55000305175781,21878300,0.6779192372334375
2018-02-08,86.29275512695312,107.87999725341797,113.11000061035156,107.83999633789062,113.11000061035156,27425800,-4.421037545363937
2018-02-09,88.02052307128906,110.04000091552734,111.05000305175781,106.2300033569336,109.0999984741211,28188000,2.002216688752223
2018-02-12,89.38036346435547,111.73999786376953,112.7300033569336,110.06999969482422,111.16999816894531,18043300,1.5449128744270846
2018-02-13,89.93229675292969,112.43000030517578,113.05000305175781,110.80000305175781,111.31999969482422,16358200,0.6175106781640238
2018-02-14,92.01203155517578,115.02999877929688,115.2699966430664,112.52999877929688,112.62999725341797,15186900,2.3125560864521555
2018-02-15,92.3959732055664,115.51000213623047,115.98999786376953,114.22000122070312,115.73999786376953,12130200,0.4172733107847826
2018-02-16,91.73204040527344,114.68000030517578,116.06999969482422,114.5,114.55000305175781,13214300,-0.7185733071027101
2018-02-20,91.75605773925781,114.70999908447266,115.38999938964844,113.97000122070312,114.6500015258789,13461500,0.026182055777090874
2018-02-21,92.1399917602539,115.19000244140625,117.44999694824219,114.66999816894531,115.0,14212500,0.41842907210236646
2018-02-22,91.9720230102539,114.9800033569336,116.43000030517578,114.76000213623047,115.5,17070400,-0.18229733559891326
2018-02-23,93.83577728271484,117.30999755859375,117.38999938964844,115.30999755859375,115.30999755859375,12162500,2.0264360959562078
2018-02-26,95.00360870361328,118.7699966430664,118.9000015258789,117.31999969482422,118.13999938964844,16511200,1.2445481400765956
2018-02-27,93.87578582763672,117.36000061035156,119.33000183105469,117.3499984741211,118.91000366210938,17563300,-1.1871368797106263
2018-02-28,92.3879623413086,115.5,118.48999786376953,115.33999633789062,117.81999969482422,17735600,-1.5848852536477165
2018-03-01,90.732177734375,113.43000030517578,116.63999938964844,112.6500015258789,115.4800033569336,18690000,-1.7922081675712631
2018-03-02,90.64421081542969,113.31999969482422,113.55999755859375,111.12000274658203,112.38999938964844,18353700,-0.09695228434044578
2018-03-05,92.03598022460938,115.05999755859375,115.93000030517578,111.88999938964844,112.05000305175781,13933000,1.535420074442051
2018-03-06,92.11600494384766,115.16000366210938,115.81999969482422,114.31999969482422,115.63999938964844,10674400,0.08694938549356213
2018-03-07,91.77204895019531,114.7300033569336,115.0999984741211,113.11000061035156,113.75,13006500,-0.3733943888057367
2018-03-08,91.78003692626953,114.73999786376953,115.2300033569336,113.20999908447266,115.11000061035156,11173700,0.008704149210569945
2018-03-09,94.4197006225586,118.04000091552734,118.08000183105469,115.66999816894531,116.55000305175781,15366600,2.8760760887573067
2018-03-12,94.11576080322266,117.66000366210938,118.75,117.25,118.0,12339300,-0.3219029686939323
2018-03-13,92.98788452148438,116.25,118.47000122070312,115.83000183105469,118.19999694824219,13312300,-1.198392566890516
2018-03-14,91.9480209350586,114.94999694824219,116.58999633789062,114.5999984741211,116.55999755859375,12905100,-1.1182785712105625
2018-03-15,92.17999267578125,115.23999786376953,116.0,114.83000183105469,115.87000274658203,8748000,0.2522857353139729
2018-03-16,92.34000396728516,115.44000244140625,116.5999984741211,115.33999633789062,115.33999633789062,19888900,0.17358570646310856
2018-03-19,91.612060546875,114.52999877929688,115.44999694824219,113.30000305175781,115.0999984741211,13214900,-0.7883294229314219
2018-03-20,91.7000503540039,114.63999938964844,115.44999694824219,114.44999694824219,114.87000274658203,9921200,0.09604609546347564
2018-03-21,91.78003692626953,114.73999786376953,116.62999725341797,114.20999908447266,114.80999755859375,13633000,0.08722631226136812
2018-03-22,87.94857025146484,109.94999694824219,113.5999984741211,109.54000091552734,113.19999694824219,22550400,-4.174618798511331
2018-03-23,85.59687805175781,107.01000213623047,110.91999816894531,106.76000213623047,110.2699966430664,23081500,-2.6739402277751734
2018-03-26,88.23648071289062,110.30999755859375,111.16000366210938,108.6500015258789,109.19000244140625,20217500,3.083760437543903
2018-03-27,86.52474975585938,108.16999816894531,111.69000244140625,107.30000305175781,111.06999969482422,18039900,-1.9399356628932107
2018-03-28,86.38877868652344,108.0,109.16999816894531,106.6500015258789,108.27999877929688,19189300,-0.15714702408223813
2018-03-29,87.96453857421875,109.97000122070312,110.77999877929688,107.77999877929688,108.5,13274600,1.8240330650040049
2018-04-02,86.26876831054688,107.8499984741211,110.7300033569336,106.08000183105469,109.95999908447266,18822500,-1.9277885056386612
2018-04-03,87.4526138305664,109.33000183105469,109.5,107.26000213623047,108.36000061035156,14050700,1.372275903787079
2018-04-04,88.78043365478516,110.98999786376953,111.20999908447266,107.0199966430664,107.0999984741211,15302600,1.5183306319366485
2018-04-05,89.94618225097656,111.87999725341797,112.83000183105469,111.38999938964844,111.62999725341797,16627000,1.3130692746155193
2018-04-06,87.70315551757812,109.08999633789062,111.55000305175781,107.81999969482422,110.55000305175781,18906000,-2.493743122014591
2018-04-09,88.75631713867188,110.4000015258789,112.9800033569336,109.88999938964844,110.01000213623047,15974300,1.200825232431546
2018-04-10,90.45265197753906,112.51000213623047,112.87000274658203,111.41999816894531,112.12999725341797,13951400,1.9112271594334596
2018-04-11,88.93317413330078,110.62000274658203,111.80999755859375,110.5199966430664,111.66000366210938,14503300,-1.6798599167834216
2018-04-12,91.1440658569336,113.37000274658203,114.38999938964844,111.5,111.55999755859375,16435500,2.486014634222933
2018-04-13,88.67593383789062,110.30000305175781,115.1500015258789,109.05000305175781,115.0199966430664,39152800,-2.7079459269648276
2018-04-16,88.60359191894531,110.20999908447266,111.47000122070312,109.79000091552734,110.94000244140625,16580500,-0.08158010388428227
2018-04-17,88.60359191894531,110.20999908447266,111.91999816894531,109.98999786376953,111.37000274658203,15501400,0.0
2018-04-18,87.8880615234375,109.31999969482422,111.06999969482422,108.88999938964844,110.52999877929688,16081400,-0.8075636438784395
2018-04-19,89.81755828857422,111.72000122070312,111.87000274658203,109.5,109.52999877929688,17911000,2.195402574241756
2018-04-20,89.61653900146484,111.47000122070312,112.73999786376953,110.87999725341797,112.30000305175781,15584400,-0.22380845231120272
2018-04-23,89.18241882324219,110.93000030517578,111.94999694824219,110.62999725341797,111.56999969482422,11285800,-0.48441970986579097
2018-04-24,88.76435089111328,110.41000366210938,112.9000015258789,109.58999633789062,111.75,16453100,-0.4687784180394394
2018-04-25,88.42668151855469,109.98999786376953,110.52999877929688,108.5999984741211,110.2699966430664,13548200,-0.3804110199293942
2018-04-26,88.51512145996094,110.0999984741211,110.81999969482422,109.33999633789062,109.97000122070312,10299500,0.10001499534695313
2018-04-27,87.95238494873047,109.4000015258789,110.16000366210938,109.12999725341797,109.55000305175781,9384000,-0.6357518375942339
2018-04-30,87.45391845703125,108.77999877929688,110.30000305175781,108.75,109.75,13744900,-0.5667458500298594
2018-05-01,87.45391845703125,108.77999877929688,108.97000122070312,107.54000091552734,108.44999694824219,10503400,0.0
2018-05-02,86.76254272460938,107.91999816894531,109.48999786376953,107.7300033569336,108.11000061035156,12162100,-0.7905600396414081
2018-05-03,86.2158432006836,107.23999786376953,107.7699966430664,105.18000030517578,107.58999633789062,15379100,-0.6301100760279121
2018-05-04,87.17253112792969,108.43000030517578,108.73999786376953,105.9800033569336,106.43000030517578,11967900,1.1096428356203836
2018-05-07,87.92823028564453,109.37000274658203,109.68000030517578,108.36000061035156,108.76000213623047,9356700,0.86690055678873
2018-05-08,89.23065185546875,110.98999786376953,111.33999633789062,109.27999877929688,109.52999877929688,12543200,1.4812325524955483
2018-05-09,91.17623138427734,113.41000366210938,113.63999938964844,111.02999877929688,111.44000244140625,11368100,2.180393719368934
2018-05-10,91.88369750976562,114.29000091552734,114.44000244140625,112.75,113.19000244140625,9159700,0.7759326249256127
2018-05-11,91.53800964355469,113.86000061035156,114.7300033569336,113.66999816894531,114.48999786376953,10253000,-0.3762232861538872
2018-05-14,91.57015991210938,113.9000015258789,114.69999694824219,113.73999786376953,114.11000061035156,8710700,0.0351223155057534
2018-05-15,90.87071228027344,113.02999877929688,113.91000366210938,112.56999969482422,113.91000366210938,11536200,-0.763837949510282
2018-05-16,91.11994934082031,113.33999633789062,113.69000244140625,112.62999725341797,112.88999938964844,7571100,0.27427655654128635
2018-05-17,90.814453125,112.95999908447266,113.41000366210938,112.19999694824219,113.19999694824219,8617200,-0.33526820200223684
2018-05-18,89.34320831298828,111.12999725341797,112.80000305175781,110.83999633789062,112.75,11806300,-1.6200557966105311
2018-05-21,90.16322326660156,112.1500015258789,112.54000091552734,111.91999816894531,112.05000305175781,9441900,0.9178257296744929
2018-05-22,90.85464477539062,113.01000213623047,114.29000091552734,112.29000091552734,112.3499984741211,11507600,0.7668553582480309
2018-05-23,90.43657684326172,112.48999786376953,112.7699966430664,111.12000274658203,112.51000213623047,11453900,-0.460150312801777
2018-05-24,89.4236068725586,111.2300033569336,112.1500015258789,110.12000274658203,112.13999938964844,14084800,-1.1200888026298594
2018-05-25,88.96536254882812,110.66000366210938,111.08000183105469,110.19999694824219,110.45999908447266,8283500,-0.5124422283519947
2018-05-29,85.16265106201172,105.93000030517578,109.19999694824219,104.95999908447266,109.18000030517578,30643800,-4.274373056962821
2018-05-30,87.10820770263672,108.3499984741211,108.5999984741211,106.6500015258789,107.63999938964844,17490800,2.284518643282163
2018-05-31,86.03092193603516,107.01000213623047,108.19000244140625,106.41999816894531,107.94999694824219,19808200,-1.2367213090632267
2018-06-01,87.1484146118164,108.4000015258789,108.94000244140625,107.80000305175781,108.33999633789062,13594200,1.2989430435397686
2018-06-04,87.18860626220703,108.44999694824219,109.26000213623047,108.2699966430664,108.98999786376953,9415400,0.04611862484205087
2018-06-05,86.6982192993164,107.83999633789062,108.30999755859375,107.06999969482422,108.23999786376953,10415200,-0.5624438604005855
2018-06-06,88.72416687011719,110.36000061035156,110.73999786376953,108.4800033569336,108.66000366210938,15453600,2.3367810632954455
2018-06-07,89.07791137695312,110.80000305175781,111.5,110.02999877929688,111.18000030517578,13444400,0.39870141283353533
2018-06-08,89.3271255493164,111.11000061035156,111.13999938964844,110.05999755859375,110.62000274658203,10383200,0.2797710100191697
2018-06-11,89.10202026367188,110.83000183105469,111.91000366210938,110.7699966430664,111.12000274658203,12642900,-0.25200104028899606
2018-06-12,88.58749389648438,110.19000244140625,111.52999877929688,109.5199966430664,111.13999938964844,15294100,-0.5774575769044388
2018-06-13,88.41064453125,109.97000122070312,111.44999694824219,109.58000183105469,110.45999908447266,14979700,-0.19963242829854622
2018-06-14,86.85095977783203,108.02999877929688,110.36000061035156,107.77999877929688,110.27999877929688,20487300,-1.7641368431226323
2018-06-15,86.74645233154297,107.9000015258789,108.37999725341797,106.2699966430664,107.80000305175781,26028600,-0.12032963890830084
2018-06-18,86.9715576171875,108.18000030517578,108.4000015258789,106.69000244140625,107.26000213623047,9786800,0.2594979732245317
